PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,FamilySize,IsAlone,Deck,Title,AgeGroup,TravelPurpose,Survived
4577,2,"Singh, Mrs. James Ali",female,40.2,3,0,11GS091,24.89,,C,Germany,Labourer,4,0,Unknown,Mrs,Adult,Immigration,1
4578,3,"Brown, Mrs. Ali John",female,9.7,0,1,HJGZREO,26.48,,C,Italy,Engineer,2,0,Unknown,Mrs,Child,Immigration,1
4579,1,"Singh, Dr. Anna Anna",female,36.4,2,1,XVHTNBN,184.29,,S,Finland,Engineer,4,0,E,Dr,Adult,Family Visit,1
4580,2,"Lee, Miss. James Anna",female,13.2,0,1,UKWADBF,69.87,D60,S,Finland,Engineer,2,0,D,Miss,Teen,Vacation,1
4581,1,"Garcia, Dr. Anna Ali",female,34.1,3,2,OX01TXH,77.88,,S,Lebanon,Merchant,6,0,B,Dr,Adult,Vacation,1
4582,3,"Johnson, Dr. Anna Anna",male,33.8,0,1,478NLP7,5.29,,S,USA,Merchant,2,0,Unknown,Dr,Adult,Business,0
4583,1,"Khan, Dr. Mary John",male,40.2,3,2,F5IL16U,80.69,,S,Ireland,Merchant,6,0,G,Dr,Adult,Family Visit,1
4584,3,"Patel, Mrs. Raj John",female,30.6,0,0,9ZWKPMU,33.04,,S,England,Clerk,1,1,Unknown,Mrs,Adult,Vacation,0
4585,1,"Smith, Mr. David Ali",male,51.6,2,1,UK3FZBF,157.31,,C,Sweden,Doctor,4,0,A,Mr,Adult,Family Visit,0
4586,3,"Johnson, Dr. Mary Mary",male,20.2,1,2,UK6MQJD,38.15,,S,France,Businessman,4,0,Unknown,Dr,Adult,Family Visit,0
4587,3,"Singh, Dr. Anna Anna",female,60.4,1,2,UVQ3XQT,18.1,,S,India,Businessman,4,0,Unknown,Dr,Senior,Business,1
4588,2,"Smith, Mrs. Raj James",female,31.7,1,2,IRMGYP1,32.35,B15,C,Ireland,Labourer,4,0,B,Mrs,Adult,Family Visit,1
4589,3,"Brown, Mr. James Ali",male,25.6,1,1,83PENRL,18.94,,S,Ireland,Merchant,3,0,Unknown,Mr,Adult,Immigration,1
4590,1,"Smith, Miss. Ali Anna",female,35.6,3,1,BWOOTSS,163.36,,S,Sweden,Merchant,5,0,G,Miss,Adult,Family Visit,0
4591,2,"Khan, Mrs. Mary James",female,36.9,1,1,ZK9ON03,34.59,,C,England,Clerk,3,0,E,Mrs,Adult,Immigration,0
4592,1,"Lee, Mrs. Ali Mary",female,46.1,3,0,65OPQT7,60.56,,S,Ireland,Student,4,0,B,Mrs,Adult,Business,1
4593,3,"Brown, Master. Raj Ali",male,30.3,1,0,7UZ7TOP,36.36,,S,Germany,Clerk,2,0,Unknown,Master,Adult,Family Visit,0
4594,3,"Khan, Miss. Emma John",female,20.6,1,2,PDL0CRJ,25.98,,S,Finland,Merchant,4,0,Unknown,Miss,Adult,Immigration,0
4595,3,"Singh, Mr. Mary Raj",male,37.3,0,0,4D0EK7L,36.75,,C,Ireland,Businessman,1,1,Unknown,Mr,Adult,Family Visit,0
4596,3,"Johnson, Mr. Raj Ali",male,37.2,0,0,6RT5UCA,17.55,,C,USA,Businessman,1,1,Unknown,Mr,Adult,Vacation,0
4597,3,"Lee, Master. Mary James",male,22.0,3,1,I7PYN2H,15.6,,S,Sweden,Engineer,5,0,Unknown,Master,Adult,Vacation,0
4598,3,"Martin, Master. David Ali",male,12.8,0,0,XZMR6QA,27.96,,S,England,Engineer,1,1,Unknown,Master,Child,Business,0
4599,3,"Singh, Dr. Anna Raj",male,22.7,0,2,OEPT818,29.4,,S,Sweden,Doctor,3,0,Unknown,Dr,Adult,Immigration,0
4600,1,"Smith, Miss. Anna James",female,53.2,3,1,6J629ZV,108.12,,S,Sweden,Clerk,5,0,Unknown,Miss,Adult,Immigration,1
4601,2,"Johnson, Dr. Anna Raj",female,6.7,1,0,2TFJGOU,74.09,,C,Ireland,Clerk,2,0,D,Dr,Child,Immigration,0
4602,3,"Khan, Mrs. David James",female,0.7,0,2,ACJIMBF,37.46,,S,India,Doctor,3,0,Unknown,Mrs,Child,Vacation,1
4603,1,"Patel, Mr. James Raj",male,25.8,1,1,UPBIOY6,111.97,F142,S,Lebanon,Seamstress,3,0,F,Mr,Adult,Immigration,0
4604,2,"Singh, Mr. Mary Ali",male,32.6,2,1,K7ZXZU2,41.93,C148,Q,Ireland,Nurse,4,0,C,Mr,Adult,Vacation,0
4605,3,"Murphy, Mrs. Ali Raj",female,37.0,0,2,0QONEWP,8.49,,S,Sweden,Doctor,3,0,Unknown,Mrs,Adult,Vacation,0
4606,3,"Lee, Master. Raj Emma",male,23.3,0,0,43DI896,10.93,,S,Italy,Doctor,1,1,Unknown,Master,Adult,Vacation,0
4607,3,"Martin, Master. James Anna",male,5.6,0,1,LH1OFEV,11.93,,C,Lebanon,Clerk,2,0,Unknown,Master,Child,Immigration,0
4608,3,"Murphy, Dr. James Emma",female,59.9,0,2,AZRD5DT,5.47,,S,Finland,Nurse,3,0,Unknown,Dr,Adult,Immigration,0
4609,3,"Garcia, Mrs. James Anna",female,12.1,0,2,HE06AMQ,23.95,,C,Italy,Merchant,3,0,Unknown,Mrs,Child,Business,0
4610,3,"Brown, Mr. Raj David",male,45.3,0,2,LUN9IGZ,37.94,,S,Germany,Student,3,0,Unknown,Mr,Adult,Business,1
4611,1,"Smith, Miss. Ali James",female,42.9,2,1,JG6213Z,52.27,,S,India,Nurse,4,0,B,Miss,Adult,Immigration,0
4612,2,"Smith, Dr. Ali James",male,46.7,2,1,YBNKB65,24.97,,S,Italy,Doctor,4,0,Unknown,Dr,Adult,Vacation,1
4613,2,"Lee, Miss. David James",female,16.1,3,1,ALGIYR4,32.79,,S,Lebanon,Nurse,5,0,G,Miss,Teen,Family Visit,1
4614,1,"Martin, Miss. John Ali",female,40.6,0,2,UV5D56R,54.29,,S,Sweden,Student,3,0,B,Miss,Adult,Immigration,0
4615,2,"Lee, Mrs. Raj Mary",female,17.3,3,2,CX97NUT,56.84,B56,C,Germany,Clerk,6,0,B,Mrs,Teen,Vacation,1
4616,3,"Patel, Dr. John James",female,40.7,0,0,LK9ZE25,7.1,,S,India,Seamstress,1,1,Unknown,Dr,Adult,Family Visit,1
4617,3,"Smith, Mr. John David",male,32.5,2,1,NAZP1DS,16.65,,S,Sweden,Engineer,4,0,Unknown,Mr,Adult,Immigration,0
4618,3,"Patel, Mrs. Mary Mary",female,0.5,3,0,M49OI05,7.91,,S,India,Doctor,4,0,Unknown,Mrs,Child,Business,1
4619,1,"Garcia, Miss. John Anna",female,5.1,3,1,O9M2I6I,194.75,,C,Italy,Engineer,5,0,G,Miss,Child,Business,1
4620,3,"Murphy, Dr. Anna Ali",male,29.8,1,1,X22PMWJ,24.28,,S,France,Nurse,3,0,Unknown,Dr,Adult,Vacation,0
4621,3,"Garcia, Miss. David Ali",female,34.4,0,0,DWKKZ9M,12.42,,S,Sweden,Teacher,1,1,Unknown,Miss,Adult,Vacation,1
4622,3,"Johnson, Mr. James Emma",male,6.5,1,1,AQRVSZB,23.77,,S,Finland,Doctor,3,0,Unknown,Mr,Child,Business,0
4623,3,"Johnson, Miss. David David",female,10.1,0,1,AAIN055,25.33,,S,Germany,Merchant,2,0,Unknown,Miss,Child,Business,1
4624,3,"Singh, Dr. James David",female,39.2,3,0,EQDOTUL,16.57,,S,Italy,Merchant,4,0,Unknown,Dr,Adult,Immigration,1
4625,3,"Patel, Mrs. James Mary",female,25.9,2,1,PQHNN7V,11.49,,S,Ireland,Clerk,4,0,Unknown,Mrs,Adult,Family Visit,1
4626,3,"Murphy, Master. James Ali",male,15.7,3,0,BOHP8PE,37.13,,S,USA,Nurse,4,0,Unknown,Master,Teen,Immigration,0
4627,3,"Smith, Miss. John Mary",female,53.3,3,1,6P7DP1V,6.45,,S,Italy,Merchant,5,0,Unknown,Miss,Adult,Family Visit,1
4628,3,"Smith, Mrs. Mary James",female,53.2,1,0,ML02P9M,21.99,,S,Sweden,Teacher,2,0,Unknown,Mrs,Adult,Vacation,0
4629,2,"Smith, Miss. James James",female,41.0,3,0,OU9GALR,67.56,,C,England,Doctor,4,0,A,Miss,Adult,Vacation,1
4630,3,"Khan, Mr. John Mary",male,33.3,3,2,LDCBNP7,12.9,,C,Ireland,Nurse,6,0,Unknown,Mr,Adult,Family Visit,0
4631,3,"Johnson, Dr. John Mary",female,23.7,0,0,85NA4OU,33.63,,S,USA,Businessman,1,1,Unknown,Dr,Adult,Family Visit,1
4632,1,"Khan, Mr. Mary Raj",male,30.3,2,0,OTT8KXM,190.35,B1,C,Italy,Student,3,0,B,Mr,Adult,Family Visit,0
4633,2,"Singh, Master. John David",male,26.5,1,2,QMQCOP3,29.32,,S,Finland,Teacher,4,0,F,Master,Adult,Family Visit,0
4634,3,"Smith, Dr. Anna Anna",male,48.7,0,0,2K1ZUPW,25.36,,S,Sweden,Teacher,1,1,Unknown,Dr,Adult,Vacation,0
4635,3,"Johnson, Dr. David Mary",male,35.6,3,0,TSB023V,17.34,,S,France,Businessman,4,0,Unknown,Dr,Adult,Family Visit,0
4636,2,"Singh, Miss. James Mary",female,27.2,2,2,G5ZMG1P,75.39,,S,France,Clerk,5,0,A,Miss,Adult,Immigration,0
4637,3,"Brown, Dr. James Emma",female,39.8,2,0,9FIMHMO,25.95,,S,Ireland,Teacher,3,0,Unknown,Dr,Adult,Vacation,0
4638,2,"Murphy, Mr. Anna Raj",male,45.1,3,0,4VDVD4V,79.98,C72,S,Germany,Engineer,4,0,C,Mr,Adult,Family Visit,1
4639,1,"Patel, Master. James David",male,21.7,2,2,VUB6NIQ,131.21,E33,S,Italy,Nurse,5,0,E,Master,Adult,Business,0
4640,3,"Patel, Mr. Mary Raj",male,19.2,2,0,8ZB8554,24.54,,S,Italy,Engineer,3,0,Unknown,Mr,Teen,Immigration,1
4641,3,"Smith, Mr. Raj Emma",male,17.2,2,1,KCVLLV4,39.42,,S,India,Teacher,4,0,Unknown,Mr,Teen,Vacation,1
4642,1,"Smith, Miss. Anna James",female,35.4,0,0,3B4HE4W,145.27,G106,S,Ireland,Businessman,1,1,G,Miss,Adult,Immigration,0
4643,3,"Johnson, Master. David Mary",male,26.0,3,0,VSDE7E8,36.18,,C,Finland,Seamstress,4,0,Unknown,Master,Adult,Business,0
4644,2,"Singh, Miss. Anna Emma",female,18.4,1,0,PUUEIWX,24.14,D23,S,Ireland,Nurse,2,0,D,Miss,Teen,Business,1
4645,2,"Patel, Dr. Anna Mary",male,39.5,0,1,T2HSTII,25.36,D89,C,Finland,Merchant,2,0,D,Dr,Adult,Family Visit,0
4646,2,"Khan, Mrs. James Ali",female,26.1,1,1,V6HNZY4,25.59,,C,Sweden,Labourer,3,0,B,Mrs,Adult,Vacation,1
4647,3,"Johnson, Mr. Ali Raj",male,26.5,0,2,X3BL7BB,39.9,,C,Ireland,Nurse,3,0,Unknown,Mr,Adult,Vacation,0
4648,3,"Garcia, Mrs. Emma Ali",female,30.9,0,0,BAUC4ED,37.78,,S,England,Merchant,1,1,Unknown,Mrs,Adult,Vacation,0
4649,1,"Murphy, Mr. John James",male,38.6,2,1,MJAMIO3,53.67,,S,Sweden,Student,4,0,A,Mr,Adult,Immigration,1
4650,2,"Martin, Dr. Ali Anna",male,36.7,3,1,1A5K3EY,30.18,,C,France,Clerk,5,0,A,Dr,Adult,Business,0
4651,3,"Khan, Miss. Emma Mary",female,32.2,1,0,8XSFNBY,15.89,,S,Finland,Student,2,0,Unknown,Miss,Adult,Immigration,0
4652,3,"Martin, Dr. Anna James",male,48.9,0,2,DL0EV3M,31.0,,S,Lebanon,Student,3,0,Unknown,Dr,Adult,Vacation,0
4653,3,"Brown, Mrs. Raj Ali",female,17.7,2,0,1WPMFBM,29.35,,S,Ireland,Doctor,3,0,Unknown,Mrs,Teen,Business,0
4654,1,"Martin, Miss. James Mary",female,41.7,0,1,VRKPVMQ,195.66,,S,USA,Seamstress,2,0,F,Miss,Adult,Business,1
4655,1,"Brown, Dr. David James",female,19.5,2,2,W74TFNZ,199.02,B56,S,Germany,Engineer,5,0,B,Dr,Teen,Vacation,1
4656,3,"Murphy, Mr. David Raj",male,16.1,1,1,TJBWGR5,31.95,,S,Lebanon,Teacher,3,0,Unknown,Mr,Teen,Vacation,1
4657,3,"Singh, Master. James Emma",male,5.9,2,1,BELKHR4,19.0,,S,Sweden,Teacher,4,0,Unknown,Master,Child,Family Visit,0
4658,3,"Garcia, Dr. Raj Anna",female,49.5,0,0,DIIS5IF,5.03,,S,Italy,Seamstress,1,1,Unknown,Dr,Adult,Vacation,0
4659,2,"Singh, Dr. Emma David",female,48.6,1,2,EWHIS6D,62.12,B23,S,Ireland,Doctor,4,0,B,Dr,Adult,Family Visit,0
4660,2,"Lee, Mrs. Anna David",female,42.4,3,1,7JJ2L2E,78.28,,C,Sweden,Labourer,5,0,E,Mrs,Adult,Vacation,1
4661,3,"Patel, Dr. Raj James",male,16.2,3,2,WIEYKIT,32.0,,S,Finland,Labourer,6,0,Unknown,Dr,Teen,Vacation,1
4662,3,"Singh, Mr. James Mary",male,35.9,0,1,J7ZQXNF,5.04,,C,Finland,Labourer,2,0,Unknown,Mr,Adult,Vacation,0
4663,2,"Johnson, Mr. James Emma",male,16.8,2,2,U2NBHDB,27.82,,S,Lebanon,Engineer,5,0,D,Mr,Teen,Immigration,0
4664,3,"Patel, Master. Mary Emma",male,43.1,3,1,WH9UZDJ,39.85,,S,Germany,Labourer,5,0,Unknown,Master,Adult,Business,0
4665,3,"Brown, Master. Raj Anna",male,8.8,2,0,125ELJ7,22.48,,S,Germany,Doctor,3,0,Unknown,Master,Child,Business,1
4666,2,"Murphy, Miss. Emma Raj",female,45.3,1,1,HEE29NP,39.2,,C,India,Nurse,3,0,Unknown,Miss,Adult,Vacation,0
4667,1,"Martin, Dr. John Mary",female,36.4,3,0,66H9SVR,175.36,,S,USA,Engineer,4,0,F,Dr,Adult,Business,0
4668,3,"Patel, Mrs. Anna David",female,32.6,0,2,ZDN43DP,5.67,,S,Lebanon,Businessman,3,0,Unknown,Mrs,Adult,Vacation,1
4669,3,"Garcia, Mr. James Emma",male,0.5,1,2,EBNVQAO,28.86,,S,USA,Doctor,4,0,Unknown,Mr,Child,Immigration,0
4670,3,"Khan, Mrs. Anna James",female,8.6,2,1,2KX77BE,15.76,,S,Finland,Doctor,4,0,Unknown,Mrs,Child,Immigration,1
4671,3,"Khan, Miss. Emma Mary",female,43.3,0,2,F15R9A8,25.62,,S,USA,Seamstress,3,0,Unknown,Miss,Adult,Business,0
4672,3,"Lee, Dr. David Ali",female,17.8,3,1,HXPLML2,11.53,,S,Sweden,Clerk,5,0,Unknown,Dr,Teen,Family Visit,1
4673,3,"Johnson, Mr. John Raj",male,46.4,3,1,Q9J1V5G,19.43,,Q,Sweden,Labourer,5,0,Unknown,Mr,Adult,Business,1
4674,3,"Murphy, Master. Ali Mary",male,45.3,0,1,9FSYQFH,6.41,,S,Germany,Clerk,2,0,Unknown,Master,Adult,Business,0
4675,3,"Smith, Dr. David Anna",female,61.0,0,1,NR410A3,11.96,,C,India,Doctor,2,0,Unknown,Dr,Senior,Vacation,0
4676,1,"Khan, Mr. Emma Emma",male,47.4,1,2,8I64NPK,123.0,,S,France,Labourer,4,0,Unknown,Mr,Adult,Family Visit,0
4677,3,"Singh, Dr. Mary Raj",female,33.5,0,0,F14UF3X,9.92,,C,Lebanon,Engineer,1,1,Unknown,Dr,Adult,Vacation,1
4678,3,"Singh, Miss. Emma Ali",female,40.2,3,0,8OJH6FQ,22.65,,S,India,Teacher,4,0,Unknown,Miss,Adult,Immigration,1
4679,3,"Brown, Dr. Emma John",male,7.2,3,0,G0GXBOS,13.66,,S,Ireland,Teacher,4,0,Unknown,Dr,Child,Vacation,0
4680,2,"Singh, Dr. Anna Ali",male,43.1,1,2,3RK77RF,28.98,C35,S,France,Seamstress,4,0,C,Dr,Adult,Immigration,0
4681,3,"Lee, Mr. John Mary",male,45.8,1,0,UZ5F0RZ,37.84,,C,France,Seamstress,2,0,Unknown,Mr,Adult,Vacation,0
4682,2,"Murphy, Dr. Mary Mary",female,37.0,2,0,C7N1I2Z,35.0,,S,USA,Merchant,3,0,Unknown,Dr,Adult,Immigration,0
4683,2,"Brown, Miss. John John",female,16.8,1,0,IULN0PX,40.23,C123,Q,England,Doctor,2,0,C,Miss,Teen,Business,0
4684,3,"Singh, Dr. Mary Anna",female,48.0,2,2,LZ1B7BR,25.59,,S,England,Merchant,5,0,Unknown,Dr,Adult,Immigration,0
4685,3,"Khan, Mrs. Ali Mary",female,36.7,0,0,700K08L,12.07,,S,India,Doctor,1,1,Unknown,Mrs,Adult,Immigration,1
4686,1,"Smith, Dr. John David",male,7.7,0,1,U543BHP,125.87,,C,Sweden,Teacher,2,0,Unknown,Dr,Child,Business,1
4687,3,"Lee, Dr. David James",female,32.2,0,0,P4DZPYJ,5.29,,C,Italy,Teacher,1,1,Unknown,Dr,Adult,Vacation,0
4688,2,"Garcia, Mr. Ali Anna",male,22.6,2,1,6GU5W7N,52.32,,S,India,Nurse,4,0,E,Mr,Adult,Business,0
4689,3,"Murphy, Mr. James Raj",male,39.1,3,1,WKQZB6Y,11.54,,S,Ireland,Labourer,5,0,Unknown,Mr,Adult,Vacation,0
4690,3,"Brown, Mr. John James",male,31.8,1,2,DUZRM4W,9.86,,S,Finland,Seamstress,4,0,Unknown,Mr,Adult,Immigration,0
4691,1,"Singh, Dr. David David",female,19.7,2,2,22QFKTI,125.88,,C,France,Nurse,5,0,E,Dr,Teen,Immigration,1
4692,3,"Smith, Master. Raj Ali",male,35.6,3,1,JFFII2P,20.75,,S,Sweden,Doctor,5,0,Unknown,Master,Adult,Business,0
4693,3,"Johnson, Mr. Ali James",male,8.9,1,2,6JM0N5D,28.99,,S,Sweden,Clerk,4,0,Unknown,Mr,Child,Business,0
4694,3,"Brown, Dr. Anna Ali",female,33.7,1,1,CJNNINC,39.71,,C,Italy,Merchant,3,0,Unknown,Dr,Adult,Business,0
4695,3,"Martin, Master. Raj John",male,15.0,1,1,SEG2QOE,35.71,,S,Germany,Student,3,0,Unknown,Master,Teen,Vacation,0
4696,3,"Patel, Mr. Raj John",male,51.7,1,0,EN8GEP7,34.64,,C,Finland,Labourer,2,0,Unknown,Mr,Adult,Vacation,1
4697,3,"Johnson, Master. John Anna",male,0.5,1,1,JSEJ8OV,7.63,,C,USA,Businessman,3,0,Unknown,Master,Child,Vacation,1
4698,3,"Lee, Master. David Anna",male,61.4,0,2,Q791TWD,35.3,,S,India,Businessman,3,0,Unknown,Master,Senior,Business,0
4699,2,"Patel, Miss. John Anna",female,29.4,2,1,5CS7GGQ,76.68,E118,S,Lebanon,Teacher,4,0,E,Miss,Adult,Vacation,0
4700,2,"Murphy, Mr. Raj Anna",male,0.5,3,1,QW8AOPO,30.41,,S,Lebanon,Labourer,5,0,Unknown,Mr,Child,Family Visit,0
4701,3,"Johnson, Mr. Anna Ali",male,16.4,3,1,SC1KNEA,7.44,,S,Finland,Teacher,5,0,Unknown,Mr,Teen,Immigration,0
4702,1,"Patel, Miss. Emma Ali",female,22.4,0,0,PCIEYXK,165.12,,S,Germany,Seamstress,1,1,D,Miss,Adult,Immigration,1
4703,3,"Garcia, Dr. James John",male,44.0,3,1,YQXEZJH,25.32,,S,France,Businessman,5,0,Unknown,Dr,Adult,Immigration,0
4704,3,"Lee, Master. Raj Raj",male,4.1,2,2,4N2C2NF,20.96,,S,USA,Labourer,5,0,Unknown,Master,Child,Immigration,1
4705,3,"Brown, Mr. Mary Mary",male,31.1,0,2,DT4EKRL,35.53,,S,France,Businessman,3,0,Unknown,Mr,Adult,Vacation,0
4706,3,"Martin, Dr. James Emma",female,54.4,2,1,ZLA4CUS,35.89,,S,Germany,Clerk,4,0,Unknown,Dr,Adult,Family Visit,1
4707,2,"Johnson, Dr. James Anna",male,14.1,0,1,0702P9R,58.23,,S,France,Doctor,2,0,A,Dr,Teen,Vacation,0
4708,1,"Martin, Mrs. David James",female,38.7,1,2,H4S3Y87,164.61,,S,Lebanon,Doctor,4,0,B,Mrs,Adult,Immigration,1
4709,3,"Lee, Dr. Anna James",male,47.0,3,0,K5O8O6U,24.6,,S,Ireland,Teacher,4,0,Unknown,Dr,Adult,Vacation,1
4710,3,"Murphy, Mrs. Ali Ali",female,42.2,2,2,J32K5Q1,13.97,,C,Finland,Businessman,5,0,Unknown,Mrs,Adult,Immigration,1
4711,3,"Garcia, Master. Mary David",male,41.5,3,0,OWVSEZ4,27.44,,C,USA,Seamstress,4,0,Unknown,Master,Adult,Family Visit,0
4712,3,"Singh, Mr. Mary Mary",male,25.3,3,0,STNNQPW,10.04,,S,Lebanon,Doctor,4,0,Unknown,Mr,Adult,Immigration,0
4713,1,"Brown, Mr. John Emma",male,30.6,3,1,6L0L6PD,103.83,F87,S,USA,Engineer,5,0,F,Mr,Adult,Vacation,0
4714,1,"Lee, Mr. John James",male,18.9,0,0,TG83HCU,106.86,,C,France,Engineer,1,1,C,Mr,Teen,Family Visit,0
4715,1,"Murphy, Mr. Mary Anna",male,19.5,3,1,SOW14VO,88.22,,S,Lebanon,Businessman,5,0,F,Mr,Teen,Immigration,0
4716,3,"Martin, Mr. Raj Emma",male,38.3,0,1,ZFEUNTX,11.93,,S,France,Student,2,0,Unknown,Mr,Adult,Family Visit,0
4717,2,"Johnson, Miss. Mary Ali",female,38.7,2,0,ZLZAKV9,72.4,D111,C,France,Student,3,0,D,Miss,Adult,Immigration,1
4718,3,"Brown, Master. David John",male,50.3,1,2,UFHCEY1,22.13,,S,USA,Labourer,4,0,Unknown,Master,Adult,Family Visit,1
4719,1,"Martin, Miss. Mary Anna",female,4.5,3,0,RNSS9ET,187.45,A6,S,Sweden,Merchant,4,0,A,Miss,Child,Family Visit,1
4720,3,"Garcia, Dr. John Mary",male,31.6,2,0,4YJPD3O,26.92,,Q,USA,Businessman,3,0,Unknown,Dr,Adult,Family Visit,1
4721,3,"Lee, Master. Anna David",male,33.5,3,2,R53DD7C,33.05,,S,Italy,Nurse,6,0,Unknown,Master,Adult,Immigration,0
4722,1,"Khan, Master. Raj Ali",male,39.1,0,1,CBLH2B5,161.41,,S,Italy,Engineer,2,0,A,Master,Adult,Vacation,0
4723,3,"Patel, Miss. Anna John",female,54.3,3,2,JBEJVVR,22.7,,S,Ireland,Seamstress,6,0,Unknown,Miss,Adult,Family Visit,0
4724,3,"Singh, Dr. Raj Ali",female,35.6,1,0,VJ50NDV,34.35,,S,USA,Clerk,2,0,Unknown,Dr,Adult,Family Visit,1
4725,3,"Singh, Mrs. John James",female,45.4,0,0,P4U6W4V,39.18,,S,Italy,Businessman,1,1,Unknown,Mrs,Adult,Immigration,1
4726,3,"Garcia, Dr. Emma Anna",female,35.6,1,2,MD98A39,21.09,,S,Ireland,Clerk,4,0,Unknown,Dr,Adult,Immigration,0
4727,2,"Martin, Mr. Raj David",male,37.0,2,2,DUYRGK1,54.97,,Q,Finland,Businessman,5,0,D,Mr,Adult,Business,1
4728,3,"Lee, Dr. Emma David",female,15.6,0,0,WWBM86L,28.28,,S,France,Engineer,1,1,Unknown,Dr,Teen,Immigration,0
4729,3,"Khan, Master. Raj Emma",male,34.3,3,1,DRPCVVK,19.24,,S,Germany,Merchant,5,0,Unknown,Master,Adult,Business,1
4730,3,"Murphy, Miss. David David",female,48.8,2,2,RYVVCN4,37.95,,S,Germany,Engineer,5,0,Unknown,Miss,Adult,Business,0
4731,3,"Smith, Mrs. John John",female,32.1,2,1,HL14TRN,31.17,,S,Germany,Seamstress,4,0,Unknown,Mrs,Adult,Business,0
4732,2,"Lee, Dr. Mary Anna",female,16.7,0,1,924OOVR,28.25,,S,France,Nurse,2,0,Unknown,Dr,Teen,Vacation,1
4733,1,"Smith, Mr. David Ali",male,18.1,3,2,OR0GHXJ,78.43,A80,S,Germany,Engineer,6,0,A,Mr,Teen,Immigration,0
4734,2,"Patel, Miss. Emma James",female,24.3,1,2,FZYPCYM,72.06,,C,India,Clerk,4,0,E,Miss,Adult,Business,0
4735,3,"Singh, Miss. John Ali",female,11.7,2,0,QTYBNJY,15.04,,C,Germany,Labourer,3,0,Unknown,Miss,Child,Family Visit,1
4736,3,"Johnson, Mrs. Anna Raj",female,32.2,2,2,1MFKNKL,24.78,,S,Sweden,Student,5,0,Unknown,Mrs,Adult,Vacation,0
4737,2,"Patel, Dr. Raj Ali",male,22.9,3,1,Y2HGIQO,66.38,F29,S,Germany,Teacher,5,0,F,Dr,Adult,Immigration,0
4738,3,"Garcia, Dr. Raj Ali",female,17.9,2,0,C2B4WTS,9.06,,S,USA,Merchant,3,0,Unknown,Dr,Teen,Family Visit,0
4739,2,"Murphy, Mrs. James Emma",female,34.4,3,1,C0SR3SF,69.01,C38,S,India,Student,5,0,C,Mrs,Adult,Business,1
4740,1,"Singh, Miss. Raj Emma",female,32.6,2,2,QS70PH5,94.27,G11,S,France,Merchant,5,0,G,Miss,Adult,Business,1
4741,3,"Murphy, Master. Emma Raj",male,31.8,0,0,5VTC7WP,23.26,,S,Sweden,Student,1,1,Unknown,Master,Adult,Immigration,0
4742,3,"Patel, Mr. Emma Mary",male,24.1,0,1,YA8Y8NE,5.71,,S,USA,Engineer,2,0,Unknown,Mr,Adult,Business,0
4743,3,"Murphy, Master. Anna James",male,33.5,3,1,BHJ8M3G,9.36,,S,India,Engineer,5,0,Unknown,Master,Adult,Family Visit,0
4744,3,"Murphy, Dr. Emma Anna",female,31.2,0,1,NHMWVWL,21.17,,S,Lebanon,Student,2,0,Unknown,Dr,Adult,Immigration,1
4745,3,"Brown, Master. Ali Anna",male,23.8,1,1,PQ3N4R6,20.19,,Q,Sweden,Clerk,3,0,Unknown,Master,Adult,Vacation,0
4746,2,"Singh, Mr. John Mary",male,24.6,0,2,VU1HSWG,37.52,,S,India,Student,3,0,Unknown,Mr,Adult,Vacation,0
4747,2,"Lee, Miss. Mary James",female,17.7,0,2,NXCFVC3,57.42,C135,C,Ireland,Engineer,3,0,C,Miss,Teen,Immigration,1
4748,3,"Brown, Miss. John David",female,12.9,1,1,ZLRC58Y,13.22,,S,Sweden,Labourer,3,0,Unknown,Miss,Child,Vacation,1
4749,3,"Johnson, Miss. John James",female,46.5,3,2,UC6CLJZ,34.72,,S,Sweden,Labourer,6,0,Unknown,Miss,Adult,Vacation,0
4750,3,"Lee, Dr. James John",male,33.0,1,1,FCCD2R8,21.73,,S,France,Nurse,3,0,Unknown,Dr,Adult,Family Visit,0
4751,1,"Patel, Mrs. James Anna",female,25.9,2,1,LQTJODT,92.08,A138,S,Sweden,Student,4,0,A,Mrs,Adult,Immigration,1
4752,1,"Garcia, Dr. Emma David",female,6.6,2,1,XMROJIK,145.74,E27,C,Finland,Labourer,4,0,E,Dr,Child,Vacation,0
4753,2,"Martin, Mrs. Raj James",female,25.1,1,2,E7TEJKA,19.31,D23,S,USA,Engineer,4,0,D,Mrs,Adult,Business,0
4754,3,"Patel, Mrs. Ali Ali",female,28.8,0,0,PPKNVI7,29.99,,C,Italy,Businessman,1,1,Unknown,Mrs,Adult,Immigration,1
4755,1,"Murphy, Miss. Ali Emma",female,34.0,1,0,IJ5GSJD,198.34,,S,Lebanon,Labourer,2,0,Unknown,Miss,Adult,Family Visit,1
4756,3,"Martin, Dr. John David",female,49.9,0,1,PM5K65Z,11.7,,S,Sweden,Businessman,2,0,Unknown,Dr,Adult,Business,1
4757,3,"Johnson, Dr. David Raj",male,44.0,3,2,Y4OIHXY,38.3,,Q,Ireland,Merchant,6,0,Unknown,Dr,Adult,Vacation,1
